Pickup Location,Dropoff Location,Rate,Truck Type,Moving Type,Date
"Chicago, IL","Houston, TX","$2,073.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Jacksonville, FL","$1,912.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Jacksonville, FL","$2,013.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Jacksonville, FL","$2,617.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Jacksonville, FL","$3,019.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Memphis, TN",$885.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Memphis, TN",$932.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Memphis, TN","$1,164.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Memphis, TN","$1,397.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Miami, FL","$2,097.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Miami, FL","$2,207.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Miami, FL","$2,428.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Miami, FL","$2,758.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Milwaukee, WI",$180.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Milwaukee, WI",$189.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Milwaukee, WI",$236.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Milwaukee, WI",$284.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Minneapolis, MN",$637.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Minneapolis, MN",$670.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Minneapolis, MN",$838.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Minneapolis, MN","$1,005.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Omaha, NE",$558.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Omaha, NE",$587.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Omaha, NE",$734.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Omaha, NE",$881.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Orlando, FL","$1,903.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Orlando, FL","$2,003.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Orlando, FL","$2,204.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Orlando, FL","$2,505.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Philadelphia, PA","$1,271.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Philadelphia, PA","$1,338.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Philadelphia, PA","$1,673.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Philadelphia, PA","$2,007.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Phoenix, AZ","$2,283.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Phoenix, AZ","$2,401.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Phoenix, AZ","$2,643.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Phoenix, AZ","$3,000.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Pittsburgh, PA","$1,142.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Pittsburgh, PA","$1,201.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Pittsburgh, PA","$1,323.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Pittsburgh, PA","$1,502.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Portland, OR","$2,949.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Portland, OR","$3,104.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Portland, OR","$4,035.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Portland, OR","$4,656.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Raleigh, NC","$1,324.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Raleigh, NC","$1,394.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Raleigh, NC","$1,742.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Raleigh, NC","$2,091.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Sacramento, CA","$2,906.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Sacramento, CA","$3,059.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Sacramento, CA","$3,977.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Sacramento, CA","$4,589.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Seattle, WA","$2,703.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Seattle, WA","$2,846.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Seattle, WA","$3,132.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Seattle, WA","$3,558.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Tampa, FL","$1,847.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Tampa, FL","$1,944.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Tampa, FL","$2,139.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Tampa, FL","$2,428.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Tucson, AZ","$2,274.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Tucson, AZ","$2,393.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Tucson, AZ","$2,632.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Tucson, AZ","$2,992.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Tulsa, OK","$1,119.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Tulsa, OK","$1,178.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Tulsa, OK","$1,472.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Tulsa, OK","$1,766.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Washington, DC",$809.00,9' Cargo Van,Apartment - 1 bedroom / Studio / Deliveries,09/28/2024
"Chicago, IL","Washington, DC","$1,213.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Washington, DC","$1,277.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Washington, DC","$1,597.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Washington, DC","$1,916.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Chicago, IL","Wichita, KS",$923.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Chicago, IL","Wichita, KS",$972.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Chicago, IL","Wichita, KS","$1,215.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Chicago, IL","Wichita, KS","$1,458.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Albuquerque, NM","$1,197.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Albuquerque, NM","$1,260.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Albuquerque, NM","$1,449.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Albuquerque, NM","$1,638.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Atlanta, GA",$418.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Atlanta, GA",$440.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Atlanta, GA",$528.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Austin, TX","$1,033.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Austin, TX","$1,087.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Austin, TX","$1,250.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Austin, TX","$1,414.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Baltimore, MD",$413.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Baltimore, MD",$435.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Baltimore, MD",$478.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Baltimore, MD",$544.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Boston, MA",$682.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Boston, MA",$718.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Boston, MA",$825.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Boston, MA",$933.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Buffalo, NY",$426.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Buffalo, NY",$449.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Buffalo, NY",$516.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Buffalo, NY",$583.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Charlotte, NC",$591.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Charlotte, NC",$622.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Charlotte, NC",$778.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Charlotte, NC",$933.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Chicago, IL",$322.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Chicago, IL",$339.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Chicago, IL",$424.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Cleveland, OH",$109.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Cleveland, OH",$119.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Cleveland, OH",$137.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Cleveland, OH",$149.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Columbus, OH",$91.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Columbus, OH",$99.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Columbus, OH",$114.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Columbus, OH",$124.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Dallas, TX",$912.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Dallas, TX",$960.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Dallas, TX","$1,104.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Dallas, TX","$1,248.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Denver, CO","$1,011.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Denver, CO","$1,064.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Denver, CO","$1,224.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Denver, CO","$1,383.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Detroit, MI",$225.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Detroit, MI",$236.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Detroit, MI",$284.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Detroit, MI",$307.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Fresno, CA","$1,722.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Fresno, CA","$1,813.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Fresno, CA","$2,085.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Fresno, CA","$2,357.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Houston, TX",$922.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Houston, TX",$970.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Houston, TX","$1,116.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Houston, TX","$1,261.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Jacksonville, FL",$873.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Jacksonville, FL",$919.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Jacksonville, FL","$1,148.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Memphis, TN",$248.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Memphis, TN",$261.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Memphis, TN",$287.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Memphis, TN",$326.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Miami, FL","$1,106.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Miami, FL","$1,164.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Miami, FL","$1,455.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Milwaukee, WI",$426.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Milwaukee, WI",$448.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Milwaukee, WI",$560.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Minneapolis, MN",$731.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Minneapolis, MN",$770.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Minneapolis, MN",$962.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Omaha, NE",$783.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Omaha, NE",$824.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Omaha, NE","$1,030.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Orlando, FL",$964.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Orlando, FL","$1,015.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Orlando, FL","$1,269.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Philadelphia, PA",$441.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Philadelphia, PA",$465.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Philadelphia, PA",$511.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Philadelphia, PA",$581.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Phoenix, AZ","$1,465.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Phoenix, AZ","$1,542.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Phoenix, AZ","$1,773.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Phoenix, AZ","$2,004.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Pittsburgh, PA",$269.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Pittsburgh, PA",$283.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Pittsburgh, PA",$311.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Pittsburgh, PA",$354.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Portland, OR","$1,741.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Portland, OR","$1,832.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Portland, OR","$2,107.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Portland, OR","$2,382.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Raleigh, NC",$631.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Raleigh, NC",$665.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Raleigh, NC",$831.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Raleigh, NC",$997.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Sacramento, CA","$1,709.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Sacramento, CA","$1,799.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Sacramento, CA","$2,069.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Sacramento, CA","$2,339.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Seattle, WA","$1,734.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Seattle, WA","$1,825.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Seattle, WA","$2,099.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Seattle, WA","$2,373.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Tampa, FL",$949.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Tampa, FL",$999.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Tampa, FL","$1,249.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Tucson, AZ","$1,446.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Tucson, AZ","$1,523.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Tucson, AZ","$1,751.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Tucson, AZ","$1,979.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Tulsa, OK",$710.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Tulsa, OK",$747.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Tulsa, OK",$934.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Washington, DC",$419.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Washington, DC",$441.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Washington, DC",$485.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Washington, DC",$552.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cincinnati, OH","Wichita, KS",$832.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Wichita, KS",$876.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Wichita, KS","$1,007.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cincinnati, OH","Wichita, KS","$1,138.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cleveland, OH","Albuquerque, NM","$1,383.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cleveland, OH","Albuquerque, NM","$1,456.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cleveland, OH","Albuquerque, NM","$1,675.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cleveland, OH","Albuquerque, NM","$1,893.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cleveland, OH","Atlanta, GA",$756.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cleveland, OH","Atlanta, GA",$795.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cleveland, OH","Atlanta, GA",$994.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cleveland, OH","Austin, TX","$1,376.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cleveland, OH","Austin, TX","$1,449.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cleveland, OH","Austin, TX","$1,666.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cleveland, OH","Austin, TX","$1,884.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cleveland, OH","Baltimore, MD",$400.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cleveland, OH","Baltimore, MD",$421.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cleveland, OH","Baltimore, MD",$505.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cleveland, OH","Baltimore, MD",$548.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cleveland, OH","Boston, MA",$768.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cleveland, OH","Boston, MA",$809.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cleveland, OH","Boston, MA","$1,011.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cleveland, OH","Buffalo, NY",$313.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cleveland, OH","Buffalo, NY",$329.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cleveland, OH","Buffalo, NY",$411.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cleveland, OH","Charlotte, NC",$834.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cleveland, OH","Charlotte, NC",$878.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cleveland, OH","Charlotte, NC","$1,097.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cleveland, OH","Charlotte, NC","$1,316.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cleveland, OH","Chicago, IL",$518.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cleveland, OH","Chicago, IL",$546.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cleveland, OH","Chicago, IL",$682.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cleveland, OH","Chicago, IL",$819.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Cleveland, OH","Cincinnati, OH",$204.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Cleveland, OH","Cincinnati, OH",$219.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Cleveland, OH","Cincinnati, OH",$252.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Cleveland, OH","Cincinnati, OH",$274.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
