Pickup Location,Dropoff Location,Rate,Truck Type,Moving Type,Date
"Portland, OR","Atlanta, GA","$3,181.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Atlanta, GA","$4,453.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Atlanta, GA","$5,725.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Austin, TX","$2,444.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Austin, TX","$2,573.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Austin, TX","$3,860.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Austin, TX","$5,146.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Baltimore, MD","$3,145.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Baltimore, MD","$3,311.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Baltimore, MD","$4,967.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Baltimore, MD","$6,622.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Boston, MA","$3,023.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Boston, MA","$3,183.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Boston, MA","$4,456.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Boston, MA","$5,729.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Buffalo, NY","$3,196.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Buffalo, NY","$3,364.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Buffalo, NY","$5,047.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Buffalo, NY","$6,729.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Charlotte, NC","$3,315.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Charlotte, NC","$3,489.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Charlotte, NC","$4,710.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Charlotte, NC","$5,931.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Chicago, IL","$2,166.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Chicago, IL","$2,280.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Chicago, IL","$3,305.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Chicago, IL","$4,331.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Cincinnati, OH","$2,686.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Cincinnati, OH","$2,827.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Cincinnati, OH","$3,816.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Cincinnati, OH","$4,947.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Cleveland, OH","$2,755.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Cleveland, OH","$2,900.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Cleveland, OH","$3,915.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Cleveland, OH","$5,075.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Columbus, OH","$2,760.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Columbus, OH","$2,905.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Columbus, OH","$3,922.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Columbus, OH","$5,084.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Dallas, TX","$2,035.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Dallas, TX","$2,142.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Dallas, TX","$2,999.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Dallas, TX","$3,963.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Denver, CO",$794.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Denver, CO","$1,194.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Denver, CO","$1,492.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Denver, CO","$1,611.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Detroit, MI","$2,719.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Detroit, MI","$2,862.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Detroit, MI","$4,150.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Detroit, MI","$5,438.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Fresno, CA",$571.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Fresno, CA",$858.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Fresno, CA","$1,073.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Fresno, CA","$1,159.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Jacksonville, FL","$2,953.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Jacksonville, FL","$3,108.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Jacksonville, FL","$4,663.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Jacksonville, FL","$6,217.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Memphis, TN","$2,772.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Memphis, TN","$2,918.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Memphis, TN","$4,376.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Memphis, TN","$5,835.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Miami, FL","$3,384.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Miami, FL","$3,562.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Miami, FL","$5,344.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Miami, FL","$7,125.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Milwaukee, WI","$2,037.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Milwaukee, WI","$2,144.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Milwaukee, WI","$3,216.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Milwaukee, WI","$4,289.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Minneapolis, MN","$2,198.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Minneapolis, MN","$2,314.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Minneapolis, MN","$3,355.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Minneapolis, MN","$4,396.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Omaha, NE","$1,846.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Omaha, NE","$1,943.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Omaha, NE","$2,915.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Omaha, NE","$3,887.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Orlando, FL","$3,033.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Orlando, FL","$3,193.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Orlando, FL","$4,789.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Orlando, FL","$6,385.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Philadelphia, PA","$2,848.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Philadelphia, PA","$2,998.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Philadelphia, PA","$4,197.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Philadelphia, PA","$5,396.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Phoenix, AZ",$931.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Phoenix, AZ","$1,400.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Phoenix, AZ","$1,750.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Phoenix, AZ","$1,890.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Pittsburgh, PA","$3,131.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Pittsburgh, PA","$3,296.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Pittsburgh, PA","$4,944.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Pittsburgh, PA","$6,592.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Raleigh, NC","$3,414.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Raleigh, NC","$3,594.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Raleigh, NC","$4,852.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Raleigh, NC","$6,110.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Sacramento, CA",$567.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Sacramento, CA",$596.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Sacramento, CA",$746.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Sacramento, CA",$805.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Seattle, WA",$99.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Seattle, WA",$119.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Seattle, WA",$149.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Seattle, WA",$179.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Tampa, FL","$3,123.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Tampa, FL","$3,287.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Tampa, FL","$4,930.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Tampa, FL","$6,574.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Tucson, AZ","$1,501.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Tucson, AZ","$1,580.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Tucson, AZ","$1,974.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Tucson, AZ","$2,132.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Tulsa, OK","$2,267.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Tulsa, OK","$2,387.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Tulsa, OK","$3,580.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Tulsa, OK","$4,774.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Washington, DC","$2,516.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Washington, DC","$2,648.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Washington, DC","$3,972.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Washington, DC","$5,297.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Portland, OR","Wichita, KS","$2,052.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Portland, OR","Wichita, KS","$2,160.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Portland, OR","Wichita, KS","$3,240.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Portland, OR","Wichita, KS","$4,320.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Albuquerque, NM","$1,966.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Albuquerque, NM","$1,990.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Albuquerque, NM","$2,487.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Albuquerque, NM","$2,984.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Atlanta, GA",$489.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Atlanta, GA",$495.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Atlanta, GA",$619.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Atlanta, GA",$743.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Austin, TX","$1,346.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Austin, TX","$1,363.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Austin, TX","$1,703.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Austin, TX","$2,044.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Baltimore, MD",$417.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Baltimore, MD",$422.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Baltimore, MD",$528.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Baltimore, MD",$634.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Boston, MA",$765.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Boston, MA",$774.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Boston, MA",$968.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Boston, MA","$1,162.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Buffalo, NY",$775.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Buffalo, NY",$627.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Buffalo, NY",$784.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Buffalo, NY",$941.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Charlotte, NC",$240.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Charlotte, NC",$244.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Charlotte, NC",$305.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Charlotte, NC",$365.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Chicago, IL",$909.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Chicago, IL",$921.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Chicago, IL","$1,151.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Chicago, IL","$1,381.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Cincinnati, OH",$753.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Cincinnati, OH",$762.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Cincinnati, OH",$953.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Cincinnati, OH","$1,144.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Cleveland, OH",$798.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Cleveland, OH",$807.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Cleveland, OH","$1,009.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Cleveland, OH","$1,211.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Columbus, OH",$719.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Columbus, OH",$727.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Columbus, OH",$909.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Columbus, OH","$1,091.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Dallas, TX","$1,199.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Dallas, TX","$1,213.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Dallas, TX","$1,517.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Dallas, TX","$1,820.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Denver, CO","$1,914.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Denver, CO","$1,937.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Denver, CO","$2,421.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Denver, CO","$2,905.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Detroit, MI",$942.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Detroit, MI",$954.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Detroit, MI","$1,192.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Detroit, MI","$1,430.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Fresno, CA","$2,586.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Fresno, CA","$2,617.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Fresno, CA","$3,272.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Fresno, CA","$3,926.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Houston, TX","$1,207.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Houston, TX","$1,222.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Houston, TX","$1,528.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Houston, TX","$1,833.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Jacksonville, FL",$619.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Jacksonville, FL",$627.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Jacksonville, FL",$783.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Jacksonville, FL",$940.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Memphis, TN",$799.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Memphis, TN",$808.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Memphis, TN","$1,010.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Memphis, TN","$1,212.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Miami, FL",$913.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Miami, FL",$924.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Miami, FL","$1,155.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Miami, FL","$1,386.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Milwaukee, WI","$1,284.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Milwaukee, WI","$1,300.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Milwaukee, WI","$1,624.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Milwaukee, WI","$1,949.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Minneapolis, MN","$1,569.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Minneapolis, MN","$1,589.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Minneapolis, MN","$1,986.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Minneapolis, MN","$2,383.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Omaha, NE","$1,581.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Omaha, NE","$1,600.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Omaha, NE","$2,000.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Omaha, NE","$2,401.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Orlando, FL",$742.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Orlando, FL",$751.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Orlando, FL",$938.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Orlando, FL","$1,126.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Philadelphia, PA",$520.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Philadelphia, PA",$526.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Philadelphia, PA",$658.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Philadelphia, PA",$790.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Phoenix, AZ","$2,282.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Phoenix, AZ","$2,309.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Phoenix, AZ","$2,887.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Phoenix, AZ","$3,464.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Pittsburgh, PA",$591.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Pittsburgh, PA",$597.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Pittsburgh, PA",$747.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Pittsburgh, PA",$896.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Portland, OR","$2,723.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Portland, OR","$2,755.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Portland, OR","$3,444.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Portland, OR","$4,133.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Sacramento, CA","$2,704.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Raleigh, NC","Sacramento, CA","$2,737.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Raleigh, NC","Sacramento, CA","$3,421.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Raleigh, NC","Sacramento, CA","$4,106.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Raleigh, NC","Seattle, WA","$2,752.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
